,Unnamed: 0,GID_1,AREA,PM25 microgram per cubic metter,year,iso3,Province,Country name,LC_irrigated_cropland,LC_mosaic_cropland,LC_natural_Vegetation,LC_tree_broadleaved,VALUE_70,LC_tree_needleaved,LC_tree_shrub,LC_herbacious,LC_grassland,LC_sparce_vegetation,LC_urban_areas,LC_water_bodies,LC_cropland,LC_shrubland,LC_tree_flooded,Average_wind_speed,Pop density heads per Sqkm,Average_precipitation,Maximum_temperature
2610,2610,THA.35_1,0.274799947586,27.3811498986,2009.0,THA,Nong Khai,Thailand,218381475.032,80100780.9303,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,16475117.5924,132076674.925,2519865789.0750003,100298310.0289,0.0,1.46230769231,117.693191618,0.315384615385,26.7233333333
2611,2611,THA.35_1,0.274799947586,30.7902474258,2010.0,THA,Nong Khai,Thailand,218243607.939,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,17302320.1493,132007741.378,2519245387.155,100229376.4825,0.0,0.983461538462,116.946741134,22.95,28.7038461538
2612,2612,THA.35_1,0.274799947586,28.9441411894,2011.0,THA,Nong Khai,Thailand,217830006.661,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,18474190.4383,131938807.832,2518556051.695,100229376.4825,0.0,1.71634615385,116.158793504,12.4852564103,26.8126282051
2613,2613,THA.35_1,0.274799947586,27.7953420574,2012.0,THA,Nong Khai,Thailand,217416405.382,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,20197529.0986,131869874.285,2517315247.865,100229376.4825,0.0,1.24666666667,114.96276824,11.8108974359,28.8323076923
2614,2614,THA.35_1,0.274799947586,29.7358806407,2013.0,THA,Nong Khai,Thailand,216727069.918,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,24126741.2441,131869874.285,2514075371.175,100229376.4825,0.0,1.31743589744,114.280449725,22.4173076923,28.4608974359
2615,2615,THA.35_1,0.274799947586,29.7121178857,2014.0,THA,Nong Khai,Thailand,216175601.547,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,27366617.9254,131732007.193,2511524829.962,100229376.4825,0.0,1.30185897436,113.483208857,0.0,26.7545512821
2616,2616,THA.35_1,0.274799947586,27.310371181,2015.0,THA,Nong Khai,Thailand,215899867.361,80169714.4767,59076049.2748,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,29848225.5962,131663073.646,2509387890.022,100229376.4825,0.0,1.34608974359,112.79941723,13.8615384615,27.611025641
2617,2617,THA.35_1,0.274799947586,29.1316593724,2016.0,THA,Nong Khai,Thailand,215899867.361,70587951.5255,54181767.4795,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,29848225.5962,131663073.646,2497944921.32,126079456.3869,68933.5464116,1.15794871795,112.095158264,32.4423076923,28.1711538462
2618,2618,THA.35_1,0.274799947586,26.2163027586,2017.0,THA,Nong Khai,Thailand,215899867.361,70587951.5255,54181767.4795,11374035.1579,344667.732058,0.0,73689961.114,0.0,13855642.8287,0.0,29917159.1426,131663073.646,2497875987.77,126079456.3869,68933.5464116,1.35076923077,111.355674426,7.2,28.3641025641
2619,2619,THA.35_1,0.274799947586,26.5898107705,2018.0,THA,Nong Khai,Thailand,214934797.711,70794752.1647,54181767.4795,11374035.1579,344667.732058,0.0,73758894.6604,0.0,13855642.8287,0.0,29917159.1426,131663073.646,2497393452.95,125872655.7476,68933.5464116,0.95641025641,110.525372044,1.05705128205,28.0442307692
2620,2620,THA.35_1,0.274799947586,26.6268194815,2019.0,THA,Nong Khai,Thailand,214934797.711,70794752.1647,54181767.4795,11374035.1579,344667.732058,0.0,73758894.6604,0.0,13855642.8287,0.0,29917159.1426,131663073.646,2497393452.95,125872655.7476,68933.5464116,1.18461538462,109.723333611,0.513461538462,31.0057692308
2621,2621,THA.35_1,0.274799947586,27.5845705807,2020.0,THA,Nong Khai,Thailand,214727997.072,70450084.4327,54043900.3867,12063370.622,482534.824881,0.0,74999698.4959,0.0,13855642.8287,0.0,29917159.1426,131663073.646,2496635183.934,125045453.1907,68933.5464116,1.29294871795,108.977000982,1.88846153846,30.6493589744
2622,2622,THA.35_1,0.274799947586,25.5891193649,2021.0,THA,Nong Khai,Thailand,,,,,,,,,,,,,,,,1.43269230769,,0.0,26.9621794872
2623,2623,THA.35_1,0.274799947586,25.4562226973,2022.0,THA,Nong Khai,Thailand,,,,,,,,,,,,,,,,1.15320512821,,3.62115384615,29.8570512821
2624,2624,THA.36_1,0.0532999898338,25.7816134626,2007.0,THA,Nonthaburi,Thailand,270219501.934,13786709.2823,14958579.5713,1585471.56747,0.0,0.0,21300465.8412,0.0,275734.185647,0.0,104296455.721,7513756.55887,199769417.50059,482534.824881,0.0,1.452,1516.87693761,6.64333333333,31.6036666667
2625,2625,THA.36_1,0.0532999898338,25.0879925053,2008.0,THA,Nonthaburi,Thailand,265807754.963,13648842.1895,14889646.0249,1585471.56747,0.0,0.0,21231532.2948,0.0,275734.185647,0.0,110914076.176,7375889.46604,198115012.38659,344667.732058,0.0,1.268,1592.59120249,5.90333333333,31.782
2626,2626,THA.36_1,0.0532999898338,25.7422138844,2009.0,THA,Nonthaburi,Thailand,260982406.714,13648842.1895,14820712.4785,1585471.56747,0.0,0.0,21093665.202,0.0,206800.639235,0.0,117600630.178,7375889.46604,196529540.81959,344667.732058,0.0,1.53866666667,1672.75457324,0.163333333333,30.0373333333
2627,2627,THA.36_1,0.0532999898338,23.7763602309,2010.0,THA,Nonthaburi,Thailand,255950257.826,13579908.6431,14751778.9321,1585471.56747,0.0,0.0,21093665.202,0.0,206800.639235,0.0,125114386.737,7306955.91963,194323667.33459,344667.732058,0.0,0.683333333333,1755.37388506,9.8,31.6373333333
2628,2628,THA.36_1,0.0532999898338,25.5797373072,2011.0,THA,Nonthaburi,Thailand,248022899.989,13304174.4574,14407111.2,1585471.56747,0.0,0.0,20886864.5627,0.0,206800.639235,0.0,139383630.844,7306955.91963,188808983.62117,344667.732058,0.0,1.46833333333,1844.20292661,0.123333333333,30.7486666667
2629,2629,THA.36_1,0.0532999898338,24.6300187675,2012.0,THA,Nonthaburi,Thailand,236855665.47,12890573.179,13648842.1895,1585471.56747,0.0,0.0,20817931.0163,0.0,206800.639235,0.0,159236492.211,7306955.91963,181364160.60917,344667.732058,0.0,0.744333333333,1935.36906835,13.87,31.6616666667
2630,2630,THA.36_1,0.0532999898338,27.365666037,2013.0,THA,Nonthaburi,Thailand,230238045.015,12821639.6326,13442041.5503,1585471.56747,0.0,0.0,20748997.4699,0.0,206800.639235,0.0,173092135.04,7031221.73399,174953340.792763,344667.732058,0.0,0.876,2032.62751052,16.2166666667,31.9073333333
2631,2631,THA.36_1,0.0532999898338,23.7532833092,2014.0,THA,Nonthaburi,Thailand,227687503.798,12545905.4469,13373108.0039,1585471.56747,0.0,0.0,20542196.8307,0.0,206800.639235,0.0,178468951.66,7031221.73399,172816400.85376298,344667.732058,0.0,1.37866666667,2134.03808027,0.0,30.3596666667
2632,2632,THA.36_1,0.0532999898338,21.4422138386,2015.0,THA,Nonthaburi,Thailand,226860301.241,12545905.4469,13373108.0039,1585471.56747,0.0,0.0,20404329.7378,0.0,206800.639235,0.0,180468024.506,7031221.73399,171782397.65776297,344667.732058,0.0,1.23566666667,2241.23773058,2.98666666667,30.8596666667
2633,2633,THA.36_1,0.0532999898338,23.7566603899,2016.0,THA,Nonthaburi,Thailand,226860301.241,12545905.4469,13373108.0039,1585471.56747,0.0,0.0,20404329.7378,0.0,206800.639235,0.0,180536958.052,7031221.73399,171713464.111763,344667.732058,0.0,1.15966666667,2353.82473512,6.76666666667,32.0366666667
2634,2634,THA.36_1,0.0532999898338,20.4643527455,2017.0,THA,Nonthaburi,Thailand,225688430.952,12339104.8077,13304174.4574,1585471.56747,0.0,0.0,20197529.0986,0.0,206800.639235,0.0,184190436.012,7031221.73399,169714391.26576298,344667.732058,0.0,1.47166666667,2471.70099841,21.8966666667,31.3666666667
2635,2635,THA.36_1,0.0532999898338,22.965478439,2018.0,THA,Nonthaburi,Thailand,224585494.209,12339104.8077,13304174.4574,1585471.56747,0.0,0.0,20197529.0986,0.0,206800.639235,0.0,186740977.229,7031221.73399,168266786.79094,344667.732058,0.0,0.623333333333,2595.28492612,9.27333333333,31.4966666667
2636,2636,THA.36_1,0.0532999898338,21.6671669872,2019.0,THA,Nonthaburi,Thailand,224585494.209,12339104.8077,13304174.4574,1585471.56747,0.0,0.0,20197529.0986,0.0,206800.639235,0.0,186740977.229,7031221.73399,168266786.79094,344667.732058,0.0,1.00333333333,2725.10591477,7.87666666667,32.96
2637,2637,THA.36_1,0.0532999898338,22.7891182103,2020.0,THA,Nonthaburi,Thailand,224585494.209,12201237.7149,13235240.911,1585471.56747,0.0,0.0,20197529.0986,0.0,206800.639235,0.0,187085644.961,7031221.73399,168128919.69794,344667.732058,0.0,1.00666666667,2861.52594328,1.97,33.5266666667
2638,2638,THA.36_1,0.0532999898338,22.8816134863,2021.0,THA,Nonthaburi,Thailand,,,,,,,,,,,,,,,,1.15333333333,,0.423333333333,30.4433333333
2639,2639,THA.36_1,0.0532999898338,23.0148217486,2022.0,THA,Nonthaburi,Thailand,,,,,,,,,,,,,,,,0.863333333333,,5.41333333333,32.4466666667
2640,2640,THA.37_1,0.126899975796,24.5957446869,2007.0,THA,Pathum Thani,Thailand,780120944.74,8409892.66222,37982384.0728,2068006.39235,68933.5464116,0.0,37706649.8872,275734.185647,2895208.94929,0.0,98506037.8222,12201237.7149,533752449.86563,5101082.434460999,413601.27847,1.34783783784,598.960034322,5.01216216216,31.367027027
2641,2641,THA.37_1,0.126899975796,24.4318360944,2008.0,THA,Pathum Thani,Thailand,776881068.059,8272025.5694,37982384.0728,2068006.39235,68933.5464116,0.0,37568782.7943,275734.185647,2688408.31005,0.0,106088727.928,12201237.7149,530788307.36922,4204946.33111,413601.27847,1.16162162162,639.745258904,5.48513513514,31.5304054054
2642,2642,THA.37_1,0.126899975796,24.7462568922,2009.0,THA,Pathum Thani,Thailand,772193586.903,8203092.02298,37913450.5264,2068006.39235,68933.5464116,0.0,37499849.2479,275734.185647,2550541.21723,0.0,112913149.022,12063370.622,529133902.25522,4204946.33111,413601.27847,1.39486486486,683.290096506,0.106756756757,29.7891891892
2643,2643,THA.37_1,0.126899975796,23.1635933478,2010.0,THA,Pathum Thani,Thailand,768333308.304,8134158.47657,37913450.5264,2068006.39235,68933.5464116,0.0,37499849.2479,275734.185647,2550541.21723,0.0,119668636.571,12063370.622,526307626.85322,4204946.33111,413601.27847,0.567972972973,730.542383488,11.1189189189,31.4016216216
2644,2644,THA.37_1,0.126899975796,24.5921197776,2011.0,THA,Pathum Thani,Thailand,759440880.817,7996291.38375,37913450.5264,2068006.39235,68933.5464116,0.0,37499849.2479,275734.185647,2412674.12441,0.0,134006814.224,12063370.622,521137610.87181,4204946.33111,413601.27847,1.43135135135,780.716926458,0.171621621622,30.4714864865
2645,2645,THA.37_1,0.126899975796,23.9831363236,2012.0,THA,Pathum Thani,Thailand,749445516.587,7996291.38375,37844516.98,2068006.39235,68933.5464116,0.0,37224115.0623,275734.185647,2412674.12441,0.0,150964466.641,12063370.622,514588923.96281,4204946.33111,413601.27847,0.673243243243,833.82405902,14.9364864865,31.4081081081
2646,2646,THA.37_1,0.126899975796,25.8141843782,2013.0,THA,Pathum Thani,Thailand,738760816.893,7651623.65169,37361982.1551,2068006.39235,68933.5464116,0.0,37224115.0623,275734.185647,2343740.578,0.0,169990125.451,12063370.622,507213034.49681,4204946.33111,413601.27847,0.764459459459,890.950928475,16.2621621622,31.6164864865
2647,2647,THA.37_1,0.126899975796,22.9167848531,2014.0,THA,Pathum Thani,Thailand,735520940.212,7651623.65169,37293048.6087,2068006.39235,275734.185647,0.0,37361982.1551,275734.185647,2136939.93876,0.0,175918410.442,12063370.622,504179958.4544,4204946.33111,413601.27847,1.25594594595,952.097269561,0.0,30.115
2648,2648,THA.37_1,0.126899975796,20.5884948803,2015.0,THA,Pathum Thani,Thailand,732143196.438,7651623.65169,37224115.0623,2068006.39235,275734.185647,0.0,37361982.1551,275734.185647,2136939.93876,0.0,180743758.691,12063370.622,502801287.5264,4204946.33111,413601.27847,1.12418918919,1017.89089436,3.08378378378,30.6277027027
2649,2649,THA.37_1,0.126899975796,22.2210401651,2016.0,THA,Pathum Thani,Thailand,730419857.778,7444823.01246,37155181.5159,2068006.39235,275734.185647,0.0,37568782.7943,275734.185647,1930139.29953,0.0,181157359.97,12063370.622,502249819.15498,4204946.33111,2068006.39235,1.04648648649,1087.31568939,7.57972972973,31.7837837838
2650,2650,THA.37_1,0.126899975796,19.4119779243,2017.0,THA,Pathum Thani,Thailand,727593582.375,7238022.37322,37155181.5159,2068006.39235,275734.185647,0.0,37430915.7015,275734.185647,1585471.56747,0.0,187981781.065,12063370.622,498182739.91651,4204946.33111,2412674.12441,1.33824324324,1162.274868,22.4891891892,31.2486486486
2651,2651,THA.37_1,0.126899975796,21.8368006226,2018.0,THA,Pathum Thani,Thailand,727042114.003,7238022.37322,37155181.5159,2068006.39235,275734.185647,0.0,37706649.8872,275734.185647,1585471.56747,0.0,189429385.539,12063370.622,496941936.08151,4204946.33111,2481607.67082,0.544594594595,1242.10627794,10.5013513514,31.2648648649
2652,2652,THA.37_1,0.126899975796,20.274231671,2019.0,THA,Pathum Thani,Thailand,723250768.951,6962288.18757,36603713.1446,2068006.39235,551468.371293,0.0,40946526.5685,275734.185647,1585471.56747,0.0,189498319.086,12063370.622,496045799.9781,4204946.33111,2481607.67082,0.889189189189,1327.43316259,6.13648648649,33.0081081081
2653,2653,THA.37_1,0.126899975796,21.9024428765,2020.0,THA,Pathum Thani,Thailand,722423566.394,6962288.18757,36534779.5982,2068006.39235,551468.371293,0.0,41222260.7542,275734.185647,1585471.56747,0.0,189774053.271,12063370.622,496045799.9781,4204946.33111,2481607.67082,0.943243243243,1418.93950166,1.94324324324,33.522972973
2654,2654,THA.37_1,0.126899975796,22.0085894492,2021.0,THA,Pathum Thani,Thailand,,,,,,,,,,,,,,,,1.03648648649,,0.15,30.3918918919
2655,2655,THA.37_1,0.126899975796,22.9095350375,2022.0,THA,Pathum Thani,Thailand,,,,,,,,,,,,,,,,0.832432432432,,8.15405405405,32.2364864865
2656,2656,THA.38_1,0.160199969444,21.1353932606,2007.0,THA,Pattani,Thailand,4411746.97034,499147809.567,483706695.17,76998771.3418,0.0,0.0,0.0,0.0,0.0,29296757.2249,16612984.6852,29572491.4106,744413367.7,0.0,73345293.38194,2.61010869565,257.608664477,166.073913043,29.3570652174
2657,2657,THA.38_1,0.160199969444,20.7322097188,2008.0,THA,Pattani,Thailand,4342813.42393,499009942.474,481569755.232,76998771.3418,0.0,0.0,0.0,0.0,0.0,29227823.6785,17164453.0565,29503557.8642,743655098.689,0.0,76033701.69204001,2.03956521739,258.331195783,100.692391304,30.0981521739
2658,2658,THA.38_1,0.160199969444,20.711610494,2009.0,THA,Pattani,Thailand,4342813.42393,497631271.546,481087220.407,78515309.3629,0.0,0.0,0.0,0.0,0.0,29227823.6785,18543123.9847,29503557.8642,741656025.842,0.0,76998771.34184,2.16641304348,259.279172396,261.677173913,29.1940217391
2659,2659,THA.38_1,0.160199969444,19.5959425615,2010.0,THA,Pattani,Thailand,4342813.42393,497355537.36,481087220.407,78515309.3629,0.0,0.0,0.0,0.0,0.0,29227823.6785,19370326.5417,29503557.8642,741173491.018,0.0,76929837.79534,2.33663043478,259.773761464,87.4739130435,30.5556521739
2660,2660,THA.38_1,0.160199969444,24.1215979913,2011.0,THA,Pattani,Thailand,4067079.23829,497079803.174,479019214.014,78377442.27,0.0,0.0,0.0,0.0,0.0,29227823.6785,20955798.1091,29434624.3178,739794820.089,0.0,79549312.55904001,2.11869565217,260.709043682,251.713043478,29.7445652174
2661,2661,THA.38_1,0.160199969444,21.9161048632,2012.0,THA,Pattani,Thailand,3998145.69187,496941936.081,479019214.014,78377442.27,0.0,0.0,0.0,0.0,0.0,29227823.6785,22058734.8517,29434624.3178,739243351.719,0.0,79204644.82694,1.80891304348,259.803070491,269.17173913,29.9570652174
2662,2662,THA.38_1,0.160199969444,21.2700374379,2013.0,THA,Pattani,Thailand,3929212.14546,496804068.989,479019214.014,78377442.27,0.0,0.0,0.0,0.0,0.0,29227823.6785,23230605.1407,29227823.6785,738554016.254,0.0,79135711.28054,2.07086956522,260.492519926,152.641304348,30.2640217391
2663,2663,THA.38_1,0.160199969444,21.3843320854,2014.0,THA,Pattani,Thailand,3791345.05264,496873002.535,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,29227823.6785,24057807.6977,29227823.6785,738002547.883,0.0,78997844.18774,2.33619565217,260.981385752,44.0391304348,29.5319565217
2664,2664,THA.38_1,0.160199969444,24.0252808917,2015.0,THA,Pattani,Thailand,3653477.95982,496873002.535,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,29089956.5857,26539415.3685,29227823.6785,735865607.944,0.0,78928910.64134,2.18815217391,261.69830392,53.5173913043,29.9658695652
2665,2665,THA.38_1,0.160199969444,19.5647315777,2016.0,THA,Pattani,Thailand,3653477.95982,496735135.442,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,28331687.5752,28400621.1216,29227823.6785,734900538.295,0.0,78928910.64134,2.09445652174,262.229276135,103.270652174,31.077173913
2666,2666,THA.38_1,0.160199969444,19.297128594,2017.0,THA,Pattani,Thailand,3653477.95982,496735135.442,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,28055953.3895,28745288.8537,29227823.6785,734831604.748,0.0,78928910.64134,2.19804347826,262.765050901,200.539130435,29.7489130435
2667,2667,THA.38_1,0.160199969444,20.8524968841,2018.0,THA,Pattani,Thailand,3653477.95982,496735135.442,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,28055953.3895,28883155.9465,29227823.6785,734693737.655,0.0,78928910.64134,1.27717391304,263.213044101,218.626086957,29.7913043478
2668,2668,THA.38_1,0.160199969444,24.0940075064,2019.0,THA,Pattani,Thailand,3653477.95982,496735135.442,479088147.561,78239575.1772,0.0,0.0,0.0,0.0,0.0,27987019.8431,29158890.1321,29227823.6785,734486937.016,0.0,78928910.64134,1.85,263.690965113,173.488043478,31.5108695652
2669,2669,THA.38_1,0.160199969444,20.3382646737,2020.0,THA,Pattani,Thailand,3515610.86699,496666201.896,479088147.561,78101708.0844,0.0,0.0,0.0,0.0,0.0,27987019.8431,30606494.6068,29227823.6785,733866535.098,0.0,78446375.81644,2.5152173913,264.34359143,27.2358695652,31.2793478261
2670,2670,THA.38_1,0.160199969444,19.4355805274,2021.0,THA,Pattani,Thailand,,,,,,,,,,,,,,,,2.48260869565,,103.195652174,30.1739130435
2671,2671,THA.38_1,0.160199969444,19.895068627,2022.0,THA,Pattani,Thailand,,,,,,,,,,,,,,,,2.30543478261,,27.3934782609,30.7847826087
2672,2672,THA.39_1,0.326699937687,19.9034894191,2007.0,THA,Phangnga,Thailand,1723338.66029,514175322.684,1197789302.45,1428578815.83,0.0,0.0,0.0,0.0,0.0,30606494.6068,6272952.72346,109949006.527,213418259.69111,0.0,508040237.0537,2.05481675393,51.0630677234,36.2931937173,30.8838219895
2673,2673,THA.39_1,0.326699937687,18.0724211659,2008.0,THA,Phangnga,Thailand,1723338.66029,508453838.332,1196410631.52,1436092572.39,0.0,0.0,0.0,0.0,0.0,30399693.9675,6479753.36269,109190737.516,213004658.41211,0.0,508798506.0644,1.64136125654,51.6108034807,75.4230366492,31.6834031414
2674,2674,THA.39_1,0.326699937687,16.9096418669,2009.0,THA,Phangnga,Thailand,1723338.66029,506799433.218,1196272764.43,1438022711.69,0.0,0.0,0.0,0.0,0.0,30399693.9675,6479753.36269,109121803.97,213004658.41211,0.0,508729572.5174,2.22848167539,52.1010365502,32.4445026178,30.4438219895
2675,2675,THA.39_1,0.326699937687,17.7395469869,2010.0,THA,Phangnga,Thailand,1723338.66029,506316898.393,1196617432.16,1437746977.51,0.0,0.0,0.0,0.0,0.0,30399693.9675,6479753.36269,109121803.97,212935724.86611,0.0,509212107.343,1.77267015707,52.5679016636,72.0554973822,32.1145549738
2676,2676,THA.39_1,0.326699937687,19.723783277,2011.0,THA,Phangnga,Thailand,1723338.66029,504593559.733,1196272764.43,1439677116.81,0.0,0.0,0.0,0.0,0.0,30468627.5139,6893354.64116,107605265.949,212659990.68011,0.0,510659711.817,2.04267015707,53.1427566384,84.0235602094,31.1014136126
2677,2677,THA.39_1,0.326699937687,16.2675849493,2012.0,THA,Phangnga,Thailand,1723338.66029,504593559.733,1197031033.44,1439539249.71,0.0,0.0,0.0,0.0,0.0,30606494.6068,6893354.64116,107398465.309,212039588.76211,0.0,510728645.364,1.38879581152,53.6802272959,157.471727749,31.255078534
2678,2678,THA.39_1,0.326699937687,19.2578818517,2013.0,THA,Phangnga,Thailand,1723338.66029,504455692.64,1197031033.44,1439814983.9,0.0,0.0,0.0,0.0,0.0,30606494.6068,6893354.64116,106295528.567,212039588.76211,0.0,511693715.014,1.87434554974,54.2140431382,50.1926701571,31.7822513089
2679,2679,THA.39_1,0.326699937687,18.8949188656,2014.0,THA,Phangnga,Thailand,1861205.75311,481569755.232,1176626703.7,1487654865.11,0.0,0.0,0.0,0.0,0.0,30468627.5139,7444823.01246,102228449.328,207765708.88479,0.0,514933591.6948,2.27502617801,54.7340383519,50.9408376963,31.1746073298
2680,2680,THA.39_1,0.326699937687,19.0192531326,2015.0,THA,Phangnga,Thailand,1861205.75311,481569755.232,1176626703.7,1487654865.11,0.0,0.0,0.0,0.0,0.0,30468627.5139,7513756.55887,102159515.782,207765708.88479,0.0,514933591.6948,2.07685863874,55.3578954462,18.1387434555,31.2683246073
2681,2681,THA.39_1,0.326699937687,18.5597489844,2016.0,THA,Phangnga,Thailand,1861205.75311,479846416.571,1173180026.38,1493169548.82,0.0,0.0,0.0,0.0,0.0,30192893.3283,8065224.93016,102159515.782,207421041.15289,0.0,514657857.5088,1.56905759162,55.9015692165,126.219895288,32.342408377
2682,2682,THA.39_1,0.326699937687,16.7045607787,2017.0,THA,Phangnga,Thailand,1861205.75311,479915350.118,1174007228.94,1492273412.72,0.0,0.0,0.0,0.0,0.0,30192893.3283,8065224.93016,102159515.782,207627841.79189003,0.0,514451056.8698,2.23031413613,56.4644025872,216.352356021,31.1492146597
2683,2683,THA.39_1,0.326699937687,17.5556167732,2018.0,THA,Phangnga,Thailand,1861205.75311,480535752.035,1175179099.23,1489240336.68,0.0,0.0,0.0,0.0,0.0,30192893.3283,8065224.93016,102159515.782,209213313.35889,0.0,514106389.1376,0.455497382199,56.9972334052,42.5183246073,31.4884816754
2684,2684,THA.39_1,0.326699937687,16.9203244619,2019.0,THA,Phangnga,Thailand,1861205.75311,481914422.964,1178487909.45,1484208187.79,0.0,0.0,0.0,0.0,0.0,30261826.8747,8065224.93016,102159515.782,211074519.11189,0.0,512520917.5702,1.73403141361,57.5627370627,69.4785340314,32.2219895288
2685,2685,THA.39_1,0.326699937687,17.0706152427,2020.0,THA,Phangnga,Thailand,1861205.75311,481569755.232,1177936441.08,1484966456.8,0.0,0.0,0.0,0.0,0.0,30399693.9675,8065224.93016,102159515.782,211832788.12289,0.0,511762648.5602,1.7722513089,58.1453749054,13.6261780105,32.8591623037
2686,2686,THA.39_1,0.326699937687,16.1989286844,2021.0,THA,Phangnga,Thailand,,,,,,,,,,,,,,,,2.25078534031,,23.9240837696,31.6455497382
2687,2687,THA.39_1,0.326699937687,16.3856137062,2022.0,THA,Phangnga,Thailand,,,,,,,,,,,,,,,,1.7445026178,,16.3528795812,32.5596858639
2688,2688,THA.4_1,0.341199934921,32.2275791168,2007.0,THA,Bueng Kan,Thailand,157926754.829,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,1930139.29953,133179611.667,3303088743.407,65280068.4518,0.0,1.73852791878,74.6260159752,0.107614213198,26.255177665
2689,2689,THA.4_1,0.341199934921,30.5230070161,2008.0,THA,Bueng Kan,Thailand,157788887.736,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,2136939.93876,133179611.667,3303019809.857,65280068.4518,0.0,1.44705583756,74.106702649,11.3898477157,27.0406598985
2690,2690,THA.4_1,0.341199934921,27.4801875586,2009.0,THA,Bueng Kan,Thailand,157788887.736,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,2412674.12441,133179611.667,3302744075.674,65280068.4518,0.0,1.51020304569,73.56832592,0.235025380711,25.4646700508
2691,2691,THA.4_1,0.341199934921,30.7553633917,2010.0,THA,Bueng Kan,Thailand,157719954.19,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,2619474.76364,133179611.667,3302606208.584,65280068.4518,0.0,1.07680203046,73.0048321901,19.9807106599,27.5969035533
2692,2692,THA.4_1,0.341199934921,28.3628663284,2011.0,THA,Bueng Kan,Thailand,157719954.19,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,2964142.4957,133179611.667,3302261540.854,65280068.4518,0.0,1.86923857868,72.4809117724,8.2654822335,25.4269035533
2693,2693,THA.4_1,0.341199934921,27.5578546194,2012.0,THA,Bueng Kan,Thailand,157719954.19,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,3170943.13494,133179611.667,3302054740.214,65280068.4518,0.0,1.36263959391,72.0084832129,9.78274111675,27.4713705584
2694,2694,THA.4_1,0.341199934921,29.0089390325,2013.0,THA,Bueng Kan,Thailand,157719954.19,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18405256.8919,0.0,3860278.59905,133179611.667,3301365404.744,65280068.4518,0.0,1.34365482234,71.4387861979,19.7923857868,27.106142132
2695,2695,THA.4_1,0.341199934921,30.4279308157,2014.0,THA,Bueng Kan,Thailand,157651020.643,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18336323.3455,0.0,5032148.88805,133248545.214,3300262468.008,65280068.4518,0.0,1.27583756345,70.937713553,0.0,25.5495939086
2696,2696,THA.4_1,0.341199934921,28.3457795855,2015.0,THA,Bueng Kan,Thailand,157651020.643,129250399.522,71277286.9896,20473263.2843,2550541.21723,0.0,94852559.8624,0.0,18336323.3455,0.0,6548686.90911,133248545.214,3298745929.978,65280068.4518,0.0,1.38812182741,70.4139311353,8.97106598985,26.4745685279
2697,2697,THA.4_1,0.341199934921,28.8851406694,2016.0,THA,Bueng Kan,Thailand,157651020.643,129250399.522,70863685.7112,21369399.3876,2550541.21723,0.0,94921493.4088,0.0,18336323.3455,0.0,6548686.90911,133248545.214,3297918727.428,65555802.6374,0.0,1.1461928934,69.8990627798,26.7482233503,26.6756345178
2698,2698,THA.4_1,0.341199934921,26.6000293059,2017.0,THA,Bueng Kan,Thailand,157513153.551,128767864.697,69209280.5973,22058734.8517,2550541.21723,0.0,97265233.9868,0.0,18336323.3455,0.0,6548686.90911,133248545.214,3297298325.511,64935400.7197,0.0,1.46695431472,69.3937204042,3.5,27.1401015228
